"","iso2700xIndex","iso2700xWortlaut","iso2700xDokument","iso2700xReferenz"
"125","ISO27002 5.32","Die folgenden Leitlinien sollten zum Schutz von jedwedem Material berücksichtigt werden, das als geistiges Eigentum betrachtet werden kann:
a) Festlegung und Bekanntgabe einer themenspezifischen Richtlinie zum Schutz der Rechte an geistigem Eigentum;
b) Veröffentlichung von Verfahren zur Einhaltung von Rechten an geistigem Eigentum, die die vorschriftsmäßige Nutzung von Software und Informationsprodukten festlegen;
c) Bezug von Software nur über bekannte und seriöse Quellen, um sicherzustellen, dass das Urheberrecht nicht verletzt wird;
d) Führen entsprechender Werteregister und Feststellung aller Werte mit Schutzanforderungen bezüglich der geistigen Eigentumsrechte;
e) Aufbewahrung von Nachweisen und Beweismaterial für die Inhaberschaft von Lizenzen, Handbüchern usw.;
f) Sicherstellung, dass die im Rahmen der Lizenz zulässige Höchstzahl von Benutzern oder Ressourcen [z. B. Prozessoren (CPUs)] nicht überschritten wird;
g) Durchführung von Überprüfungen, um sicherzustellen, dass nur genehmigte Software und lizenzierte Produkte installiert sind;
h) Bereitstellung von Verfahren zur Einhaltung der entsprechenden Lizenzbedingungen;
i) Bereitstellung von Verfahren zur Veräußerung, Entsorgung oder Weitergabe von Software an andere;
j) Einhaltung der Bedingungen und Konditionen in Bezug auf Software und Informationen, die aus öffentlichen Netzen und externen Quellen stammen;
k) keine Vervielfältigung, Formatkonvertierung oder Verwendung von Auszügen kommerzieller Aufzeichnungen (Video, Audio), die nach dem Urheberrecht oder den geltenden Lizenzen untersagt ist;
l) keine Anfertigung von vollständigen oder auszugsweisen Kopien von Normen (z. B. ISO/IEC Internationale Normen), Büchern, Artikeln, Berichten oder anderen Dokumenten, die nach dem Urheberrecht oder den geltenden Lizenzen untersagt ist.

Weitere Informationen
Die geistigen Eigentumsrechte beinhalten das Urheberrecht an Software und Dokumenten, Geschmacksmustern, Markenzeichen, Patenten und Quellcode-Lizenzen.
Urheberrechtlich geschützte Software-Produkte unterliegen üblicherweise einer Lizenzvereinbarung, in der die Lizenzbedingungen festgelegt sind, die beispielsweise die Nutzung der Produkte auf bestimmte Geräte beschränken oder nur die Vervielfältigung zur Erstellung von Backup-Kopien gestatten. Siehe die Normenreihe ISO/IEC 19770 für Einzelheiten zum Management von IT-Werten.                                                                    
Die Daten können aus externen Quellen bezogen werden. Im Allgemeinen werden solche Daten im Rahmen einer Vereinbarung über die gemeinsame Nutzung von Daten oder eines ähnlichen Rechtsinstruments erhoben. Aus solchen Vereinbarungen über die gemeinsame Nutzung von Daten sollte klar hervorgehen, welche Verarbeitung der erworbenen Daten zulässig ist. Es ist auch ratsam, dass die Herkunft der Daten klar angegeben wird. Siehe ISO/IEC 23751 für Einzelheiten zu Vereinbarungen über die gemeinsame Nutzung von Daten.
Juristische, gesetzliche, regulatorische und vertragliche Anforderungen können Beschränkungen bezüglich des Kopierens urheberrechtlich geschützten Materials beinhalten. Insbesondere kann die Anforderung existieren, dass nur Material verwendet werden darf, das von der Organisation entwickelt oder vom Entwickler an die Organisation lizenziert bzw. ihr zur Verfügung gestellt wird. Urheberrechtsverstöße können rechtliche Schritte zur Folge haben, einschließlich der Verhängung von Bußgeldern und einer strafrechtlichen Verfolgung.
Abgesehen davon, dass die Organisation ihre Verpflichtungen gegenüber den Rechten am geistigen Eigentum Dritter einhalten muss, sollte auch das Risiko berücksichtigt werden, dass Personal und Dritte die Rechte der Organisation an deren eigenem geistigen Eigentum verletzen.","ISO/IEC 27002:2017-06",NA
"126","ISO27002 5.33","Die Organisation sollte die folgenden Schritte unternehmen, um die Authentizität, Zuverlässigkeit, Integrität und Verwendbarkeit von Aufzeichnungen zu schützen, da sich der geschäftliche Kontext und die Anforderungen an ihre Verwaltung im Laufe der Zeit ändern:
a) Herausgabe von Leitlinien für die Aufbewahrung, den Umgang mit der Nachweiskette und die Entsorgung von Aufzeichnungen, die auch die Verhinderung der Manipulation von Aufzeichnungen umfassen. Diese Leitlinien sollten mit den themenspezifischen Richtlinien der Organisation zur Verwaltung von Aufzeichnungen und anderen Anforderungen an Aufzeichnungen abgestimmt werden;
b) Erstellung eines Zeitplans für die Aufbewahrung von Aufzeichnungen und den Zeitraum, in dem sie aufbewahrt werden müssen.                                                                                                         
Das System zur Speicherung- und Handhabung sollte die Kennzeichnung von Aufzeichnungen und ihrer Aufbewahrungsfrist unter Berücksichtigung nationaler oder regionaler Gesetze oder Verordnungen sowie, sofern zutreffend, der Erwartungen der Gemeinschaft oder der Gesellschaft sicherstellen. Dieses System sollte die entsprechende Vernichtung von Aufzeichnungen nach Ablauf dieser Frist ermöglichen, falls die Organisation sie nicht mehr benötigt.
Bei der Entscheidung über den Schutz bestimmter Aufzeichnungen der Organisation sollten die entsprechenden Klassifizierungen der Informationssicherheit auf Grundlage des Klassifizierungsschemas der Organisation berücksichtigt werden. Die Aufzeichnungen sollten nach Aufzeichnungsarten kategorisiert werden (z. B. Geschäftsbücher, Aufzeichnungen über Geschäftsvorgänge, Personalaufzeichnungen, rechtliche Aufzeichnungen), jeweils mit Angaben zu den Aufbewahrungsfristen und der Art der zulässigen Speichermedien, die physisch oder elektronisch sein können.
Datenspeichersysteme sollten so ausgewählt werden, dass die benötigten Aufzeichnungen in Abhängigkeit von den zu erfüllenden Anforderungen innerhalb eines vertretbaren Zeitrahmens und im gewünschten Format abgerufen werden können.
Bei der Wahl elektronischer Speichermedien sollten Verfahren festgelegt werden, durch die der Zugriff auf die Aufzeichnungen (hinsichtlich der Lesbarkeit der Speichermedien als auch des Formats) über den gesamten Aufbewahrungszeitraum sichergestellt ist, um vor Datenverlust aufgrund zukünftiger technischer Veränderungen geschützt zu sein. Alle kryptographischen Schlüssel und Programme, die für verschlüsselte Archive oder digitale Signaturen benötigt werden, sollten ebenfalls aufbewahrt werden, um eine Entschlüsselung der Aufzeichnungen für den Zeitraum ihrer Aufbewahrung (siehe 8.24) zu ermöglichen.
Die Verfahren zu Speicherung und Umgang sollten entsprechend den Empfehlungen der Hersteller von Speichermedien durchgeführt werden. Es sollte die Möglichkeit der Verschlechterung der für die Speicherung der Aufzeichnungen verwendeten Medien in Betracht gezogen werden.

Weitere Informationen
Aufzeichnungen dokumentieren einzelne Ereignisse oder Transaktionen oder können Aggregationen bilden, die zur Dokumentation von Arbeitsabläufen, Aktivitäten oder Funktionen konzipiert wurden. Sie sind sowohl ein Beweis für geschäftliche Aktivitäten als auch ein Informationswert. Jede Information, unabhängig von ihrer Struktur oder Form, kann als Aufzeichnung verwaltet werden. Dazu gehören Informationen in Form eines Dokuments, einer Datensammlung oder anderer Arten von digitalen oder analogen Informationen, die im Rahmen der Geschäftstätigkeit erstellt, erfasst und verwaltet werden.
Bei der Verwaltung von Aufzeichnungen handelt es sich bei Metadaten um Daten, die den Kontext, den Inhalt und die Struktur von Aufzeichnungen sowie deren Verwaltung im Laufe der Zeit beschreiben. Metadaten sind ein wesentlicher Bestandteil eines jeden Datensatzes.
Es kann notwendig sein, einige Aufzeichnungen sicher aufzubewahren, um juristische, gesetzliche, regulatorische bzw. vertragliche Anforderungen zu erfüllen und um wesentliche Geschäftsaktivitäten zu unterstützen. Der Aufbewahrungszeitraum und den Dateninhalt der aufzubewahrenden Informationen können durch nationale Gesetze oder Bestimmungen vorgegeben sein. Weitere Informationen zum Umgang mit den Aufzeichnungen können ISO 15489 entnommen werden.","ISO/IEC 27002:2017-06","8.24"
"127","ISO27002 5.34","Die Organisation sollte eine themenspezifische Richtlinie zum Schutz der Privatsphäre und zum Schutz personenbezogener Daten einführen und allen relevanten interessierten Parteien mitteilen.
Die Organisation sollte Verfahren zur Wahrung der Privatsphäre und zum Schutz personenbezogener Daten entwickeln und umsetzen. Diese Verfahren sollten allen relevanten interessierten Parteien mitgeteilt werden, die in die Verarbeitung personenbezogener Informationen einbezogen sind.
Die Einhaltung dieser Verfahren und aller einschlägigen Gesetze und Vorschriften zur Wahrung der Privatsphäre und zum Schutz personenbezogener Daten erfordert angemessene Rollen, Verantwortlichkeiten und Maßnahmen. Am besten kann dies meist durch Benennung einer dafür zuständigen Person, wie eines Datenschutzbeauftragten, erreicht werden, die dem Personal, den Dienstleistern und anderen interessierten Parteien eine Richtschnur hinsichtlich ihrer jeweiligen Verantwortungsbereiche sowie der Verfahren vorgibt, die jeweils eingehalten werden sollten.
Die Verantwortung für den Umgang mit personenbezogenen Daten sollte unter Berücksichtigung der einschlägigen Gesetze und Vorschriften geregelt werden.
Es sollten geeignete technische und organisatorische Maßnahmen zum Schutz personenbezogener Daten umgesetzt werden.

Weitere Informationen
Einige Länder haben Gesetze erlassen, die Maßnahmen zur Erhebung, Verarbeitung, Übermittlung und Löschung personenbezogener Daten einfordern. In Abhängigkeit von den jeweiligen nationalen Gesetzen können derartige Maßnahmen die Auferlegung bestimmter Pflichten bei der Erhebung, Verarbeitung und Weitergabe personenbezogener Daten sowie eine Einschränkung der Befugnis zur Übermittlung von pbD in andere Länder beinhalten.
ISO/IEC 29100 bietet einen groben Rahmen für den Schutz personenbezogener Informationen innerhalb von IKT-Systemen. Weitere Informationen über Datenschutz-Informationsmanagementsysteme sind in ISO/IEC 27701 zu finden. Spezifische Angaben zum Datenschutzmanagement für öffentliche Clouds, die als Auftragsdatenverarbeiter fungieren, können ISO/IEC 27018 entnommen werden.                                        
ISO/IEC 29134 enthält Leitlinien für die Datenschutz-Folgenabschätzung (DSFA) und gibt ein Beispiel für die Struktur und den Inhalt eines DSFA-Berichts. Im Vergleich zu ISO/IEC 27005 ist diese Norm auf die Verarbeitung personenbezogener Daten ausgerichtet und für Organisationen relevant, die personenbezogene Daten verarbeiten. Dies kann dazu beitragen, Risiken für die Privatsphäre und mögliche Abhilfemaßnahmen zu ermitteln, um diese Risiken auf ein annehmbares Niveau zu reduzieren.","ISO/IEC 27002:2017-06",NA
"128","ISO27002 5.35","Die Organisation sollte über Verfahren zur Durchführung unabhängiger Überprüfungen verfügen.
Die Leitung sollte regelmäßige unabhängige Überprüfungen planen und veranlassen. Diese Überprüfungen sollten eine Beurteilung von Verbesserungsmöglichkeiten und ggf. vorhandenem Änderungsbedarf bezüglich des Informationssicherheitsansatzes einschließlich der Informationssicherheitspolitik, themenspezifischer Richtlinien und anderer Maßnahmen beinhalten.
Diese Überprüfungen sollten von Personen durchgeführt werden, die unabhängig vom untersuchten Bereich sind (z. B. ein interner Auditor, ein unabhängiger Manager oder eine externe Organisation, die sich auf derartige Prüfungen spezialisiert hat). Die diese Prüfungen durchführenden Personen sollten über entsprechende Kompetenzen verfügen. Die Person, die die Überprüfungen durchführt, sollte nicht in der Hierarchie stehen, um sicherzustellen, dass sie die nötige Unabhängigkeit hat, um eine Beurteilung vorzunehmen.
Die Ergebnisse der unabhängigen Prüfungen sollten dem Management, das die Prüfungen veranlasst hat, und gegebenenfalls der obersten Leitung berichtet werden. Diese Aufzeichnungen sollten aufbewahrt werden.
Sollten bei den unabhängigen Prüfungen festgestellt werden, dass der Informationssicherheitsmanagement-Ansatz der Organisation und dessen Umsetzung nicht angemessen sind, [weil z. B. dokumentierte Ziele und Anforderungen nicht eingehalten werden oder nicht der in der Informationssicherheitspolitik und den themenspezifischen Richtlinien (siehe 5.1) festgelegten Richtung entsprechen] sollte die Leitung Korrekturmaßnahmen veranlassen.                                                                                                 

Zusätzlich zu den regelmäßigen unabhängigen Überprüfungen sollte die Organisation erwägen, unabhängige Überprüfungen durchzuführen, wenn:
a) Gesetze und Vorschriften, die die Organisation betreffen, sich ändern;
b) signifikante Vorfälle auftreten;
c) die Organisation ein neues Geschäft eröffnet oder ein bestehendes Geschäft ändert;
d) die Organisation ein neues Produkt oder eine neue Dienstleistung einsetzt oder den Einsatz eines bestehenden Produkts oder einer bestehenden Dienstleistung ändert;
e) die Organisation Informationssicherheitsmaßnahmen und -verfahren erheblich ändert.

Weitere Informationen
ISO/IEC 27007 und ISO/IEC TS 27008 bieten eine Anleitung zur Durchführung unabhängiger Überprüfungen.","ISO/IEC 27002:2017-06","5.1"
"129","ISO27002 5.36","Leitende Angestellte, Dienstleistungs-, Produkt- oder Informationseigentümer sollten festlegen, wie die Einhaltung von in der Informationssicherheitspolitik, in themenspezifischen Richtlinien, Regeln, Normen und anderen geltenden Vorschriften festgelegten Informationssicherheitsanforderungen überprüft wird. Automatische Werkzeuge zur Bewertung und Berichterstattung sollten bei einer effizienten, regelmäßigen Prüfung berücksichtigt werden.
Falls bei der Prüfung eine Nichtübereinstimmung festgestellt wird, sollten die leitenden Angestellten die folgenden Maßnahmen ergreifen:
a) Feststellung der Ursachen der Nichtübereinstimmung;
b) Beurteilung, ob Korrekturmaßnahmen zur Herstellung der Compliance erforderlich sind;                                                                    
c) Umsetzung geeigneter Korrekturmaßnahmen;
d) Prüfung der unternommenen Korrekturmaßnahmen, um deren Wirksamkeit zu verifizieren und jedwede Defizite oder Schwachstellen festzustellen.
Die Ergebnisse der von den Managern, Dienstleistungs-, Produkt- oder Informationseigentümern durchgeführten Prüfungen und Korrekturmaßnahmen sollten aufgezeichnet und die Aufzeichnungen sollten aufbewahrt werden. Die Leitung sollte die Ergebnisse den Personen berichten, die die unabhängigen Prüfungen durchführen (siehe 5.35), wenn in ihrem Verantwortungsbereich eine unabhängige Prüfung stattfindet.
Korrekturmaßnahmen sollten je nach Risiko zeitnah durchgeführt werden. Wenn sie nicht bis zur nächsten geplanten Überprüfung abgeschlossen sind, sollten die Fortschritte zumindest bei dieser Überprüfung angesprochen werden.

Weitere Informationen
Die betriebliche Überwachung der Systemnutzung wird in 8.15, 8.16, 8.17 behandelt.","ISO/IEC 27002:2017-06","8.15;8.16;8.17"
"130","ISO27002 5.37","Es sollten dokumentierte Verfahren für die betrieblichen Aktivitäten der Organisation im Zusammenhang mit der Informationssicherheit ausgearbeitet werden, z. B.:
a) wenn die Tätigkeit von vielen Personen auf die gleiche Weise ausgeführt werden muss;
b) wenn die Tätigkeit selten ausgeübt wird und das Verfahren bei der nächsten Ausführung wahrscheinlich vergessen wurde;
c) wenn die Tätigkeit neu ist und ein Risiko darstellt, wenn sie nicht korrekt ausgeführt wird;
d) vor der Übergabe der Tätigkeit an neues Personal.

Die Betriebsverfahren sollten Folgendes festlegen:
a) die verantwortlichen Personen;
b) die sichere Installation und Konfiguration der Systeme;
c) Verarbeitung von und Umgang mit Informationen (automatisiert und manuell);
d) Sicherung (siehe 8.13) und Ausfallsicherheit;
e) Anforderungen an die Zeitplanung, einschließlich der Abhängigkeiten von anderen Systemen;
f) Anweisungen zur Behandlung von Fehlern oder anderen außergewöhnlichen Bedingungen [z. B. Einschränkungen bei der Verwendung von Hilfsprogrammen (siehe 8.18)], die während der Auftragsausführung auftreten können;
g) Ansprechpartner für Support und Eskalation einschließlich externer Ansprechpartner für den Support bei unerwarteten betrieblichen oder technischen Schwierigkeiten;
h) Anweisungen zur Handhabung von Speichermedien (siehe 7.10 und 7.14);
i) Verfahren für System-Neustart und Wiederherstellung zur Nutzung bei einem Systemausfall;
j) die Verwaltung von Prüfpfad- und Systemprotokolldaten (siehe 8.15 und 8.17) und Videoüberwachungssystemen (siehe 7.4);
k) Überwachungsverfahren wie Kapazität, Leistung und Sicherheit (siehe 8.6 und 8.16);
l) Wartungsvorschriften.
Die dokumentierten Betriebsverfahren sollten überprüft und bei Bedarf aktualisiert werden. Änderungen an dokumentierten Betriebsverfahren sollten genehmigt werden. Informationssysteme sollten, sofern dies technisch durchführbar ist, zentral mittels derselben Verfahren, Werkzeuge und Dienstprogramme verwaltet werden.","ISO/IEC 27002:2017-06","8.13;8.18;7.10;7.14;8.15;8.17;7.4;8.6;8.16"
"131","ISO27002 6.1","Eine Sicherheitsüberprüfung sollte für das gesamte Personal, einschließlich Vollzeit-, Teilzeit- und Zeitarbeitskräfte, durchgeführt werden. Wenn diese Personen über Dienstleistungsanbieter unter Vertrag genommen werden, sollten die Anforderungen an die Sicherheitsüberprüfung in die vertraglichen Vereinbarungen zwischen der Organisation und den Anbietern aufgenommen werden.
Informationen über alle Bewerber, die für Positionen in der Organisation infrage kommen, sollten unter Berücksichtigung aller einschlägigen Gesetze der jeweiligen Rechtsordnung gesammelt und verarbeitet werden. In einigen Rechtsordnungen kann die Organisation gesetzlich verpflichtet sein, die Bewerber vorab über die Sicherheitsüberprüfungsmaßnahmen zu informieren.
Verifizierungen sollten alle einschlägigen Rechtsvorschriften zum Schutz der Privatsphäre, zum Schutz personenbezogener Daten und zur Beschäftigung berücksichtigen und, sofern erlaubt, Folgendes einschließen:
a) Vorhandensein zufriedenstellender Referenzen, (z. B. dienstliche und persönliche Zeugnisse);
b) ein auf Vollständigkeit und Richtigkeit geprüfter Lebenslauf des Bewerbers;
c) Bestätigung angegebener akademischer und beruflicher Qualifikationen;
d) unabhängige Identitätsverifizierung (z. B. Reisepass oder ein anderes akzeptables, von den zuständigen Behörden ausgestelltes Dokument);
e) detailliertere Nachweise, wie Bonitätsprüfung oder Überprüfung des Strafregisters, wenn der Bewerber eine kritische Rolle einnimmt.                                                                                          

Wenn eine Person für eine bestimmte Rolle der Informationssicherheit angestellt wird, sollte die Organisation sicherstellen, dass der Bewerber:
a) über die notwendige Kompetenz für die Sicherheitsaufgabe verfügt;
b) über die erforderliche Vertrauenswürdigkeit verfügt, insbesondere wenn die Rolle von entscheidender Bedeutung für die Organisation ist.
Falls eine ersteingestellte oder beförderte Person Zugang zu informationsverarbeitenden Einrichtungen hat, die insbesondere den Umgang mit vertraulichen Informationen (z. B. Finanzdaten, persönliche Daten oder Informationen aus dem Gesundheitswesen) beinhalten, sollte die Organisation weitere, eingehendere Überprüfungen in Betracht ziehen.
Verfahren sollten Kriterien und Einschränkungen zur Überprüfung von Nachweisen definieren (z. B. wer berechtigt ist, Bewerber zu überprüfen und wie, wann und warum Nachweise überprüft werden).
In Situationen, in denen die Verifizierung nicht rechtzeitig abgeschlossen werden kann, sollten abmildernde Maßnahmen ergriffen werden, bis die Überprüfung abgeschlossen ist, z. B.:
a) verzögerte Einarbeitung;
b) verzögerter Einsatz von Unternehmenswerten;
c) Einarbeitung mit eingeschränktem Zugang;
d) Beendigung der Beschäftigung.
Die Verifizierungen sollten in regelmäßigen Abständen wiederholt werden, um die kontinuierliche Eignung des Personals zu bestätigen, je nachdem, von wie entscheidender Bedeutung die Rolle der betreffenden Person ist.","ISO/IEC 27002:2017-06",NA
"132","ISO27002 6.2","Die Arbeitsvertragsklauseln für das Personal sollten die Informationssicherheitspolitik der Organisation und die einschlägigen themenspezifischen Richtlinien berücksichtigen. Zusätzlich können die folgenden Punkte geklärt und festgehalten werden:
a) Vertraulichkeits- oder Geheimhaltungsvereinbarungen, die Mitarbeiter, die Zugang zu vertraulichen Informationen erhalten, unterzeichnen sollten, bevor sie Zugang zu Informationen und anderen damit verbundenen Werten erhalten (siehe 6.6);
b) gesetzliche Verantwortlichkeiten und Rechte [z. B. in Bezug auf Urheberrechtsgesetze oder Datenschutzgesetze (siehe 5.32 und 5.34)];
c) Verantwortungen für die Klassifizierung von Informationen und die Verwaltung der Informationen und anderen damit verbundenen Werte der Organisation, der Informationsverarbeitungseinrichtungen und der Informationsdienste, die vom Personal verarbeitet werden (siehe 5.9 bis 5.13);
d) Verantwortlichkeiten für den Umgang mit Informationen, die von interessierten Parteien stammen;
e) Schritte, die ergriffen werden müssen, wenn das Personal die Sicherheitsanforderungen der Organisation missachtet (siehe 6.4).
Rollen und Verantwortlichkeiten der Informationssicherheit sollten Bewerbern im Laufe des Einstellungs-verfahrens mitgeteilt werden.
Die Organisation sollte sicherstellen, dass das Personal den beschäftigungsverhältnisbezogenen Bestimmungen bezüglich der Informationssicherheit zustimmt. Diese Bestimmungen sollten der Art und dem Umfang des Zugangs zu organisationseigenen Werten im Zusammenhang mit Informationssystemen und -diensten angemessen sein. Die beschäftigungsverhältnisbezogenen Bestimmungen bezüglich der Informationssicherheit sollten überprüft werden, wenn sich Gesetze, Vorschriften, die Informationssicherheitspolitik oder themenspezifische Richtlinien ändern.
Gegebenenfalls sollten Verantwortlichkeiten, die in den Beschäftigungsbedingungen angegeben sind, über die Beschäftigungsdauer hinaus für einen bestimmten Zeitraum gelten (siehe 6.5).

Weitere Informationen
Ein Verhaltenskodex kann verwendet werden, um die Verantwortlichkeiten des Personals für die Informationssicherheit in Bezug auf Geheimhaltung, Datenschutz, ethische Grundsätze, angemessene Nutzung der Informationen und anderen damit verbundenen Werte der Organisation sowie die von der Organisation erwarteten seriösen Praktiken festzulegen.
Von einer externen Partei, mit der das Personal des Lieferanten assoziiert ist, kann verlangt werden, vertragliche Vereinbarungen im Namen der unter Vertrag genommenen Person einzugehen.
Handelt es sich bei der Organisation nicht um eine juristische Person und hat sie keine Angestellten, können die vertraglichen Vereinbarungen und Bestimmungen als gleichwertig mit der Anleitung zu dieser Maßnahme betrachtet werden.","ISO/IEC 27002:2017-06","6.6;5.32;5.34;5.9;5.13;6.4;6.5"
"133","ISO27002 6.3","Ein Sensibilisierungs-, Ausbildungs- und Schulungsprogramm zur Informationssicherheit sollte in Einklang mit der Informationssicherheitspolitik der Organisation, den themenspezifischen Richtlinien und den zutreffenden Verfahren zur Informationssicherheit unter Berücksichtigung der zu schützenden Informationen der Organisation und der schon bestehenden Informationssicherheitsmaßnahmen zum Schutz der Informationen festgelegt werden.
Die Sensibilisierung, Ausbildung und Schulung zur Informationssicherheit sollten regelmäßig stattfinden. Die erste Sensibilisierung, Ausbildung und Schulung kann für neue Mitarbeiter und für Mitarbeiter gelten, die in neue Positionen oder Rollen mit wesentlich anderen Anforderungen an die Informationssicherheit wechseln.
Das Verständnis des Personals sollte am Ende einer Sensibilisierungs-, Ausbildungs- oder Schulungsmaßnahme beurteilt werden, um den Wissenstransfer und die Wirksamkeit des Sensibilisierungs-, Ausbildungs- und Schulungsprogramms zu prüfen.

Bewusstsein
Ein Sensibilisierungsprogramm zur Informationssicherheit sollte darauf abzielen, dass sich das Personal seiner Verantwortung für die Informationssicherheit und der Art und Weise, wie diesen Verantwortungen entsprochen wird, bewusst wird.
Das Sensibilisierungsprogramm sollte unter Berücksichtigung der Rollen des Personals in der Organisation, einschließlich des internen und externen Personals (z. B. externe Berater, Lieferantenpersonal), geplant werden. Maßnahmen des Sensibilisierungsprogramms sollten vorher zeitlich und vorzugsweise regelmäßig eingeplant werden, damit diese Maßnahmen wiederholt werden und auch neues Personal erfasst wird. Es sollte auch auf den Erkenntnissen aus Vorfällen im Bereich der Informationssicherheit aufbauen.                                      
Das Sensibilisierungsprogramm sollte eine Reihe von Sensibilisierungsmaßnahmen über geeignete physische oder virtuelle Kanäle umfassen, z. B. Kampagnen, Broschüren, Poster, Newsletter, Websites, Informationsveranstaltungen, Briefings, E-Learning-Module und E-Mails.
Das Bewusstsein für die Informationssicherheit sollte auch generelle Aspekte enthalten wie:
a) Verpflichtung der Leitung zu Informationssicherheit in der gesamten Organisation;
b) Vertrautheit mit den geltenden Vorschriften und Verpflichtungen im Bereich der Informationssicherheit und deren Einhaltung unter Berücksichtigung der Informationssicherheitspolitik und themen-spezifischen Richtlinien, Normen, Gesetze, Statuten, Vorschriften, Verträge und Vereinbarungen;
c) persönliche Verantwortung für eigene Handlungen und Unterlassungen sowie allgemeine Verantwortlichkeiten zur Sicherung oder zum Schutz von Informationen, die der Organisation und interessierten Parteien gehören;
d) grundsätzliche Verfahren zur Informationssicherheit [z. B. Meldung von Informationssicherheits-ereignissen (6.8)] und grundlegende Sicherheitsmaßnahmen [z. B. Kennwortsicherheit (5.17)];
e) Anlaufstellen und Ressourcen für zusätzliche Informationen und Empfehlungen zu Fragen der Informationssicherheit, einschließlich weiterer Sensibilisierungsunterlagen zur Informationssicherheit.

Aus- und Weiterbildung
Die Organisation sollte einen geeigneten Schulungsplan für technische Teams, deren Aufgaben besondere Fähigkeiten und Fachkenntnisse erfordern, ermitteln, ausarbeiten und umsetzen. Technische Teams sollten über die Fähigkeiten verfügen, das erforderliche Sicherheitsniveau für Geräte, Systeme, Anwendungen und Dienste zu konfigurieren und aufrechtzuerhalten. Wenn es an Fähigkeiten mangelt, sollte die Organisation Maßnahmen ergreifen und diese erwerben.
Für das Aus- und Weiterbildungsprogramm sollten verschiedene Formen in Betracht gezogen werden [z. B. Lehrveranstaltungen oder Selbststudium, Betreuung durch Fachpersonal oder Berater (Ausbildung am Arbeitsplatz), Rotation des Personals für verschiedene Tätigkeiten, Einstellung bereits ausgebildeter Mitarbeiter und Einstellung von Beratern]. Dabei können verschiedene Formen der Vermittlung zum Einsatz kommen, darunter Klassenunterricht, Fernunterricht, internetbasiertes Lernen, Selbststudium und andere. Das technische Personal sollte sein Wissen auf dem neuesten Stand halten, indem es Newsletter und Zeitschriften abonniert oder an Konferenzen und Veranstaltungen teilnimmt, die der technischen und beruflichen Weiterbildung dienen.

Weitere Informationen
Bei der Ausarbeitung eines Sensibilisierungsprogramms ist wichtig, nicht nur das „Was“ und „Wie“, sondern auch, wenn möglich, das „Warum“ anzusprechen. Es ist wichtig, dass das Personal das Ziel der Informationssicherheit und die möglichen positiven und negativen Auswirkungen seines Verhaltens auf die Organisation versteht.
Sensibilisierung, Ausbildung und Schulung im Bereich der Informationssicherheit können Teil anderer Aktivitäten sein oder in Zusammenarbeit mit diesen durchgeführt werden, z. B. allgemeine Schulungen in den Bereichen Informationsmanagement, IKT, Schutz, Datenschutz oder Sicherheit.","ISO/IEC 27002:2017-06","6.8;5.17"
"134","ISO27002 6.4","Ein Maßregelungsprozess sollte nicht ohne vorherige Prüfung eingeleitet werden, ob tatsächlich eine Verletzung der Informationssicherheitspolitik aufgetreten ist (siehe 5.28).
Der formale Maßregelungsprozess sollte eine abgestufte Reaktion vorsehen, die Faktoren wie z. B. die folgenden berücksichtigt:
a) die Art (wer, was, wann, wie) und die Schwere des Verstoßes und dessen Folgen;
b) ob die Zuwiderhandlung vorsätzlich (böswillig) oder unabsichtlich (versehentlich) begangen wurde;
c) unabhängig davon, ob es sich um ein erstes oder wiederholtes Vergehen handelt;
d) ob die beschuldigte Person geeignet geschult war oder nicht.
Die Reaktion sollte die einschlägigen juristischen, gesetzlichen, regulatorischen, vertraglichen und geschäftlichen Anforderungen sowie je nach Bedarf andere Faktoren berücksichtigen. Ein Maßregelungs-prozess sollte auch als Abschreckung dienen, um das Personal und andere interessierte Parteien davon abzuhalten, gegen die Informationssicherheitspolitik, themenspezifische Richtlinien und Verfahren für die Informationssicherheit zu verstoßen. Vorsätzliche Verletzungen der Informationssicherheitspolitik können sofortiges Handeln erfordern.

Weitere Informationen
Soweit möglich, sollte die Identität von Personen, gegen die Disziplinarmaßnahmen ergriffen werden, im Einklang mit den geltenden Anforderungen geschützt werden.
Wenn Einzelpersonen ein hervorragendes Verhalten in Bezug auf die Informationssicherheit an den Tag legen, können sie belohnt werden, um die Informationssicherheit zu fördern und gutes Verhalten zu unterstützen.","ISO/IEC 27002:2017-06","5.28"
